person_id,frame_number,pixel_x,pixel_y,world_x,world_y
185,414,980.216,960.852,2.896,16.8207
205,414,1029.735,968.265,3.3471,17.0578
223,414,527.714,717.018,-2.5614,3.9965
171,414,40.921,1069.776,-7.251,19.313
163,414,352.276,795.908,-5.3182,9.0494
245,414,728.95,746.252,1.0141,7.0043
246,414,125.834,839.066,-8.7601,10.9799
251,414,742.01,745.005,1.2363,6.9638
99,415,372.543,930.719,-4.117,15.3902
12,415,185.122,777.629,-8.7036,7.32
112,415,650.416,760.333,-0.3403,7.6839
155,415,581.938,745.684,-1.4999,6.4517
135,415,403.238,703.143,-5.2468,2.109
7,415,340.964,793.862,-5.5375,8.8911
167,415,584.269,1070.291,-1.4166,19.4332
168,415,162.266,869.678,-7.701,12.6069
11,415,224.424,908.589,-6.3205,14.392
173,415,977.114,893.352,3.3404,14.6759
185,415,979.401,960.341,2.8909,16.8056
205,415,1028.696,967.62,3.3412,17.0394
223,415,526.394,716.769,-2.5881,3.9693
171,415,40.734,1070.312,-7.2485,19.3261
163,415,352.317,795.749,-5.3189,9.0397
245,415,727.942,746.606,0.9955,7.0248
246,415,125.963,838.991,-8.759,10.9761
251,415,740.966,744.142,1.2244,6.9016
253,415,541.47,715.599,-2.2952,3.9402
200,415,74.371,899.259,-8.6992,13.8064
99,416,374.691,930.955,-4.0876,15.4007
12,416,185.679,777.396,-8.6967,7.3054
112,416,650.437,760.446,-0.3402,7.6913
155,416,582.409,745.559,-1.4916,6.4444
135,416,403.245,702.957,-5.2487,2.0911
7,416,340.863,793.652,-5.5413,8.8778
167,416,585.799,1066.652,-1.4016,19.3518
168,416,162.649,869.584,-7.696,12.6031
11,416,223.807,910.225,-6.3144,14.4565
173,416,977.331,892.066,3.3529,14.6306
185,416,978.656,960.792,2.8804,16.818
205,416,1027.457,967.454,3.33,17.0341
223,416,525.205,716.875,-2.6112,3.9727
171,416,40.616,1070.017,-7.2525,19.3188
163,416,352.312,795.588,-5.3204,9.0298
245,416,726.929,747.117,0.976,7.0559
246,416,125.993,838.867,-8.7605,10.9694
251,416,739.894,742.734,1.2152,6.8019
200,416,74.313,899.15,-8.7017,13.8016
99,417,376.592,931.292,-4.061,15.4145
12,417,181.577,777.245,-8.7819,7.2803
112,417,650.321,760.354,-0.3419,7.6849
155,417,582.615,745.591,-1.4879,6.4474
135,417,403.331,702.937,-5.247,2.0897
7,417,340.859,793.711,-5.5408,8.8814
167,417,588.085,1062.701,-1.379,19.2628
168,417,163.291,869.444,-7.6874,12.5976
11,417,223.223,911.163,-6.3142,14.493
173,417,978.031,890.394,3.3741,14.5719
185,417,977.847,960.637,2.873,16.8131
205,417,1027.135,967.343,3.3275,17.0308
223,417,523.967,716.782,-2.636,3.959
171,417,40.728,1069.719,-7.2537,19.3116
163,417,352.362,795.6,-5.3194,9.0307
245,417,725.709,747.68,0.9529,7.0898
246,417,126.007,838.83,-8.7609,10.9674
251,417,739.118,742.248,1.2053,6.7659
200,417,74.325,899.076,-8.7026,13.7984
99,418,378.38,930.758,-4.0399,15.3972
12,418,179.723,777.195,-8.8201,7.2702
112,418,650.142,760.556,-0.3454,7.6975
155,418,582.74,745.518,-1.4857,6.4427
135,418,403.406,702.971,-5.245,2.0933
7,418,340.857,793.807,-5.5399,8.8874
167,418,590.083,1058.935,-1.359,19.177
168,418,164.02,869.275,-7.6778,12.5908
11,418,222.678,913.247,-6.303,14.5747
173,418,978.593,888.776,3.3934,14.5146
185,418,976.971,961.164,2.8607,16.8276
205,418,1026.458,966.541,3.3263,17.0082
223,418,523.333,716.786,-2.6485,3.9564
171,418,40.781,1069.586,-7.2543,19.3084
163,418,352.412,795.69,-5.3177,9.0364
245,418,724.999,747.95,0.9397,7.1056
246,418,126.019,838.845,-8.7604,10.9683
251,418,739.166,743.314,1.1997,6.839
99,419,380.035,929.102,-4.0259,15.3397
12,419,178.874,777.314,-8.835,7.2758
112,419,650.086,760.586,-0.3464,7.6993
155,419,582.881,745.656,-1.4832,6.4531
135,419,403.498,703.001,-5.2426,2.0968
7,419,340.765,793.732,-5.5423,8.8825
167,419,591.854,1057.605,-1.3412,19.1467
168,419,164.505,868.974,-7.6738,12.5773
11,419,222.296,915.368,-6.2892,14.6574
173,419,979.125,888.756,3.3996,14.5145
185,419,975.957,960.739,2.853,16.8149
205,419,1025.892,966.645,3.3199,17.0107
223,419,521.975,717.183,-2.6739,3.9838
171,419,40.882,1069.352,-7.2551,19.3027
163,419,352.437,795.649,-5.3177,9.0339
245,419,724.472,747.59,0.933,7.0796
246,419,126.083,838.861,-8.759,10.9693
251,419,739.005,742.948,1.1992,6.8134
253,419,538.011,716.499,-2.3607,4.0003
99,420,381.471,926.993,-4.0167,15.2654
12,420,178.067,777.091,-8.8554,7.257
112,420,650.115,760.638,-0.346,7.7027
155,420,582.992,745.976,-1.4811,6.4763
135,420,403.532,702.995,-5.242,2.0964
7,420,340.614,793.656,-5.5457,8.8773
167,420,593.128,1052.189,-1.3281,19.0211
168,420,164.922,868.85,-7.6687,12.5722
11,420,221.731,917.108,-6.2815,14.7245
173,420,980.17,886.72,3.4279,14.4424
185,420,975.143,959.535,2.8523,16.7799
205,420,1024.799,966.184,3.3122,16.9973
223,420,521.094,717.337,-2.6907,3.9928
171,420,41.086,1069.317,-7.2531,19.3019
163,420,352.414,795.6,-5.3185,9.0309
245,420,724.414,747.435,0.9328,7.069
246,420,126.117,838.846,-8.7587,10.9686
251,420,738.84,743.16,1.1952,6.8274
253,420,537.385,716.386,-2.3732,3.9878
99,421,383.709,924.095,-4.0005,15.1626
12,421,177.57,777.341,-8.8608,7.2731
112,421,650.11,760.565,-0.3459,7.698
155,421,583.132,746.373,-1.4785,6.5052
135,421,403.324,703.065,-5.2458,2.102
7,421,340.418,793.642,-5.5493,8.8759
167,421,594.306,1050.601,-1.3161,18.9841
168,421,165.086,868.559,-7.6698,12.5586
11,421,221.229,917.312,-6.2868,14.7319
173,421,981.541,884.973,3.4578,14.3807
185,421,974.634,958.289,2.855,16.7438
205,421,1024.278,965.558,3.3113,16.9795
223,421,519.973,717.412,-2.7126,3.9939
171,421,41.196,1069.305,-7.2519,19.3016
163,421,352.352,795.589,-5.3197,9.03
245,421,723.264,747.267,0.9148,7.0538
246,421,126.197,838.837,-8.7574,10.9682
251,421,738.001,742.383,1.186,6.7713
253,421,536.711,715.842,-2.3879,3.9386
259,421,192.873,777.916,-8.5433,7.3674
99,422,385.567,921.679,-3.9869,15.0762
12,422,177.29,777.345,-8.8663,7.2724
112,422,650.047,760.486,-0.3468,7.6926
155,422,583.217,746.805,-1.4769,6.5363
135,422,403.237,703.199,-5.2462,2.1144
7,422,340.425,793.748,-5.5482,8.8825
167,422,593.719,1048.374,-1.3219,18.9314
168,422,165.204,868.231,-7.6721,12.5432
11,422,220.801,918.537,-6.2819,14.7788
173,422,981.36,881.262,3.4862,14.245
185,422,973.721,957.74,2.8491,16.7274
205,422,1023.16,962.297,3.3226,16.8875
223,422,519.202,717.614,-2.7271,4.0074
171,422,41.195,1069.229,-7.2526,19.2998
163,422,352.297,795.652,-5.3201,9.0338
245,422,722.474,747.524,0.9004,7.0685
246,422,126.295,838.781,-8.7566,10.9654
251,422,737.398,741.588,1.1808,6.7145
253,422,535.712,715.715,-2.4079,3.9231
259,422,192.975,778.159,-8.537,7.3849
99,423,387.272,921.412,-3.9654,15.0682
12,423,177.062,776.931,-8.8787,7.242
112,423,650.191,760.407,-0.3442,7.6879
155,423,583.406,747.304,-1.4734,6.5725
135,423,403.243,703.282,-5.2451,2.1224
7,423,340.45,793.905,-5.5462,8.8924
167,423,594.709,1044.426,-1.3115,18.8377
168,423,165.363,868.227,-7.6696,12.5434
11,423,220.599,919.641,-6.2748,14.8211
173,423,982.193,887.31,3.4463,14.4659
185,423,972.986,956.673,2.8482,16.6962
205,423,1022.223,960.847,3.3233,16.846
223,423,518.906,717.967,-2.7316,4.036
171,423,41.191,1069.175,-7.2531,19.2984
163,423,352.222,795.815,-5.32,9.0435
245,423,722.09,748.029,0.8914,7.1012
246,423,126.424,838.851,-8.7532,10.9695
251,423,737.216,740.792,1.1826,6.6589
253,423,535.015,715.392,-2.4225,3.8924
259,423,193.06,778.006,-8.538,7.3744
99,424,388.961,920.862,-3.9454,15.0497
12,424,177.007,776.364,-8.8905,7.2011
112,424,650.139,760.216,-0.3446,7.6754
155,424,583.48,747.723,-1.472,6.6024
135,424,403.258,703.285,-5.2448,2.1229
7,424,340.417,793.919,-5.5466,8.8931
167,424,596.417,1039.873,-1.2936,18.7285
168,424,166.279,867.964,-7.6581,12.5324
11,424,220.46,920.947,-6.2651,14.871
173,424,981.956,891.332,3.4112,14.6095
185,424,972.594,955.078,2.8544,16.6497
205,424,1021.409,960.481,3.3176,16.8351
223,424,518.09,717.518,-2.7494,3.9942
171,424,41.17,1069.146,-7.2536,19.2977
163,424,352.209,795.822,-5.3201,9.0439
245,424,721.557,748.615,0.8795,7.1388
246,424,126.611,838.809,-8.7506,10.9676
251,424,736.743,740.239,1.1781,6.6189
253,424,533.93,715.175,-2.4445,3.8689
259,424,192.917,774.267,-8.6082,7.1067
99,425,390.731,919.049,-3.93,14.9848
12,425,176.849,775.369,-8.9125,7.1289
112,425,650.121,760.052,-0.3445,7.6646
155,425,583.511,748.074,-1.4714,6.6274
135,425,403.342,703.377,-5.2419,2.1321
7,425,340.394,793.907,-5.5472,8.8923
167,425,597.888,1036.449,-1.278,18.6455
168,425,166.523,866.457,-7.6736,12.4608
11,425,220.247,921.961,-6.2591,14.9095
173,425,982.282,891.139,3.4164,14.603
185,425,971.785,954.067,2.8524,16.6198
205,425,1020.838,960.216,3.3137,16.8273
223,425,517.232,715.644,-2.7734,3.8303
171,425,41.103,1069.077,-7.255,19.296
163,425,352.207,795.777,-5.3206,9.0411
245,425,721.352,749.086,0.8737,7.1696
246,425,126.668,838.662,-8.7519,10.9597
251,425,736.458,739.757,1.1762,6.5844
253,425,533.292,714.938,-2.4578,3.8456
259,425,192.598,775.328,-8.5954,7.1819
200,425,74.256,899.104,-8.7032,13.7996
99,426,392.342,918.443,-3.9112,14.964
12,426,176.404,774.305,-8.9418,7.0503
112,426,650.082,759.645,-0.3442,7.6379
155,426,583.579,748.303,-1.4701,6.6439
135,426,403.597,703.452,-5.2355,2.1408
7,426,340.654,793.933,-5.5423,8.8946
167,426,599.688,1035.762,-1.2593,18.6293
168,426,166.638,865.465,-7.6846,12.4134
11,426,220.368,923.158,-6.2467,14.9552
173,426,982.173,892.842,3.4016,14.6632
185,426,971.082,954.593,2.8418,16.6346
205,426,1020.121,959.762,3.3096,16.814
223,426,515.685,715.848,-2.8033,3.8406
171,426,41.058,1069.024,-7.2559,19.2947
163,426,352.206,795.727,-5.321,9.0381
245,426,720.246,749.284,0.8545,7.1792
246,426,126.752,838.531,-8.7526,10.9528
251,426,735.947,739.781,1.1676,6.5843
253,426,532.167,715.163,-2.4793,3.8596
259,426,192.465,775.513,-8.5947,7.1947
200,426,74.084,898.894,-8.709,13.7903
99,427,393.939,918.231,-3.8908,14.9579
12,427,175.891,774.339,-8.9516,7.051
112,427,650.004,759.266,-0.3446,7.6128
155,427,583.678,748.534,-1.4683,6.6605
135,427,403.763,703.498,-5.2313,2.1462
7,427,340.496,793.859,-5.5458,8.8896
167,427,601.445,1035.304,-1.2411,18.6186
168,427,166.691,864.953,-7.6903,12.3888
11,427,220.622,924.038,-6.2353,14.9889
173,427,982.234,894.37,3.3902,14.7171
185,427,970.12,954.209,2.8343,16.6228
205,427,1019.168,959.206,3.3038,16.7976
223,427,514.599,716.021,-2.8243,3.8502
171,427,41.043,1068.984,-7.2565,19.2937
163,427,352.241,795.738,-5.3203,9.0388
245,427,719.693,749.219,0.8457,7.1731
246,427,126.809,838.471,-8.7525,10.9496
251,427,735.691,740.203,1.1608,6.6127
253,427,530.567,715.247,-2.5106,3.8592
259,427,192.382,775.635,-8.5942,7.2032
200,427,74.079,898.955,-8.7082,13.7929
262,427,366.135,699.174,-6.1267,1.5058
99,428,395.649,918.81,-3.8654,14.9811
12,428,175.474,774.331,-8.9602,7.0489
112,428,649.819,759.339,-0.3479,7.617
155,428,583.75,748.751,-1.467,6.6761
135,428,403.87,703.563,-5.2283,2.153
7,428,340.574,793.823,-5.5448,8.8876
167,428,602.514,1034.056,-1.2298,18.5883
168,428,166.612,866.206,-7.6754,12.4489
11,428,221.332,925.213,-6.2149,15.034
173,428,982.557,893.545,3.4004,14.6884
185,428,969.229,953.959,2.8266,16.6149
205,428,1017.926,958.663,3.295,16.7814
223,428,513.377,715.92,-2.849,3.8358
171,428,41.083,1069.006,-7.2558,19.2943
163,428,352.25,795.751,-5.3201,9.0397
245,428,719.329,748.679,0.8425,7.1357
246,428,126.69,838.48,-8.7545,10.9499
251,428,735.67,741.553,1.1524,6.7061
253,428,529.292,715.119,-2.5362,3.8423
259,428,192.34,775.496,-8.5975,7.193
200,428,74.078,899.083,-8.7063,13.7984
262,428,366.619,699.244,-6.1147,1.5156
99,429,397.254,918.636,-3.8447,14.9764
12,429,175.299,774.343,-8.9636,7.0491
112,429,649.706,759.476,-0.3501,7.6256
155,429,583.812,748.907,-1.4658,6.6873
135,429,403.825,703.421,-5.2308,2.1391
7,429,340.664,793.765,-5.5437,8.8842
167,429,603.665,1032.145,-1.2175,18.5415
168,429,166.778,867.157,-7.6604,12.4948
11,429,221.725,926.174,-6.201,15.0706
173,429,983.227,891.898,3.4211,14.6309
185,429,968.818,952.788,2.8298,16.5804
205,429,1015.723,957.769,3.2788,16.7545
223,429,512.35,716.2,-2.8683,3.855
171,429,41.067,1069.008,-7.256,19.2943
163,429,352.242,795.695,-5.3207,9.0362
245,429,718.722,748.142,0.8353,7.0976
246,429,126.747,838.498,-8.7532,10.951
251,429,735.031,742.797,1.1344,6.7895
253,429,528.549,714.588,-2.5526,3.7933
259,429,192.356,775.559,-8.5961,7.1976
200,429,74.176,899.234,-8.7026,13.805
262,429,367.208,699.384,-6.0994,1.5331
99,430,399.2,917.437,-3.8239,14.934
12,430,175.138,774.403,-8.9657,7.0529
112,430,649.837,759.507,-0.348,7.628
155,430,583.78,748.983,-1.4664,6.6926
135,430,403.653,703.3,-5.2359,2.1265
7,430,340.728,793.757,-5.5427,8.8839
167,430,605.001,1027.591,-1.2026,18.4284
168,430,166.898,867.453,-7.6546,12.5091
11,430,222.0,927.032,-6.1896,15.103
173,430,983.667,891.861,3.4264,14.6301
185,430,967.007,951.369,2.82,16.5376
205,430,1012.165,957.758,3.2427,16.752
223,430,511.072,716.554,-2.8922,3.8793
171,430,41.028,1069.028,-7.2563,19.2948
163,430,352.23,795.627,-5.3215,9.032
245,430,718.46,748.054,0.8314,7.0908
246,430,126.696,838.523,-8.7537,10.9522
251,430,734.083,742.993,1.1175,6.7997
253,430,528.257,714.319,-2.5592,3.7688
259,430,192.399,775.959,-8.588,7.2264
200,430,74.297,899.448,-8.6977,13.8145
262,430,367.809,699.137,-6.0891,1.5119
99,431,401.133,916.839,-3.8007,14.9139
12,431,174.931,774.337,-8.9712,7.0473
112,431,650.029,759.505,-0.3448,7.6285
155,431,583.843,749.001,-1.4653,6.694
135,431,403.424,703.216,-5.2419,2.1171
7,431,340.692,793.732,-5.5436,8.8822
167,431,606.951,1017.31,-1.1795,18.1676
168,431,166.816,867.056,-7.6611,12.49
11,431,221.499,928.242,-6.1862,15.1477
185,431,963.645,950.598,2.7898,16.5126
205,431,1010.84,957.87,3.2284,16.7544
223,431,510.343,716.36,-2.9075,3.8593
171,431,41.017,1068.98,-7.2568,19.2936
163,431,352.138,795.579,-5.3236,9.0288
245,431,718.063,748.045,0.8249,7.0889
246,431,126.721,838.557,-8.7527,10.9541
251,431,732.136,744.479,1.0767,6.8946
253,431,528.03,714.373,-2.5636,3.7724
259,431,192.45,775.929,-8.5875,7.2244
200,431,74.409,899.417,-8.6963,13.8133
262,431,368.428,698.79,-6.0799,1.4805
99,432,403.104,915.455,-3.7803,14.8644
12,432,174.639,774.416,-8.9756,7.052
112,432,650.076,759.353,-0.3436,7.6187
155,432,583.856,749.049,-1.465,6.6975
135,432,403.199,703.45,-5.2443,2.1384
7,432,340.692,793.73,-5.5436,8.8822
167,432,608.237,1006.672,-1.1627,17.8892
168,432,166.768,866.24,-7.6724,12.4509
11,432,220.305,930.7,-6.1815,15.2377
185,432,961.469,950.412,2.7683,16.5057
205,432,1009.0,957.308,3.2136,16.7371
223,432,509.045,716.2,-2.9341,3.8394
171,432,40.884,1069.1,-7.2573,19.2965
163,432,352.075,795.583,-5.3246,9.0288
245,432,717.421,748.264,0.8132,7.1015
246,432,126.612,838.629,-8.7534,10.9578
251,432,731.487,744.377,1.0666,6.8855
253,432,527.498,714.622,-2.5733,3.7912
259,432,192.46,776.168,-8.583,7.2416
200,432,74.419,899.465,-8.6955,13.8154
262,432,369.051,698.226,-6.0735,1.4273
173,432,984.094,891.202,3.4365,14.6072
99,433,404.743,914.088,-3.7641,14.815
12,433,174.473,774.95,-8.9687,7.0902
112,433,650.271,759.174,-0.34,7.6076
155,433,583.908,749.123,-1.4641,6.7029
135,433,403.021,703.55,-5.247,2.1471
7,433,340.75,793.77,-5.5422,8.8848
167,433,608.841,997.769,-1.1534,17.6492
168,433,166.532,866.166,-7.6772,12.4469
11,433,220.109,932.477,-6.169,15.3029
185,433,960.336,950.337,2.7569,16.5027
205,433,1008.525,956.313,3.2156,16.7082
223,433,507.109,715.917,-2.9739,3.806
171,433,40.717,1069.119,-7.2591,19.297
163,433,352.092,795.666,-5.3236,9.034
245,433,716.918,748.91,0.8016,7.1432
246,433,126.63,838.722,-8.7516,10.9629
251,433,731.098,744.227,1.061,6.8739
253,433,526.402,714.717,-2.5947,3.7942
259,433,192.464,776.009,-8.5858,7.2302
200,433,74.399,899.432,-8.6963,13.8139
262,433,369.696,697.217,-6.0727,1.3289
99,434,407.079,911.951,-3.7419,14.7371
12,434,174.346,775.274,-8.9651,7.1132
112,434,650.369,759.005,-0.3379,7.5969
155,434,583.94,749.216,-1.4635,6.7095
135,434,402.873,703.599,-5.2498,2.151
7,434,340.752,793.714,-5.5427,8.8813
167,434,611.096,989.111,-1.1258,17.4104
168,434,166.48,865.637,-7.6849,12.4214
11,434,219.424,934.041,-6.1651,15.3595
185,434,960.245,949.456,2.7615,16.4766
205,434,1007.643,956.357,3.2062,16.709
223,434,505.557,715.676,-3.0059,3.7778
171,434,40.332,1069.128,-7.2635,19.2971
163,434,352.094,795.663,-5.3236,9.0338
245,434,716.029,749.118,0.7859,7.1543
246,434,126.656,838.743,-8.7508,10.9641
251,434,730.849,743.691,1.0599,6.8364
253,434,525.078,714.694,-2.621,3.786
259,434,192.476,776.191,-8.5822,7.2433
200,434,74.36,899.368,-8.6978,13.8111
262,434,370.718,697.208,-6.0495,1.3341
99,435,408.855,910.333,-3.7248,14.6778
12,435,174.185,775.379,-8.9664,7.1201
112,435,650.371,758.976,-0.3378,7.595
155,435,584.024,749.312,-1.462,6.7166
135,435,402.635,703.471,-5.2564,2.1373
7,435,340.8,793.713,-5.5418,8.8814
167,435,613.493,983.63,-1.0971,17.2567
168,435,166.436,866.629,-7.6728,12.4689
11,435,217.996,935.391,-6.1733,15.4073
185,435,960.445,948.238,2.7713,16.4406
205,435,1007.658,955.806,3.2102,16.6931
223,435,504.057,715.656,-3.036,3.7691
171,435,40.234,1069.143,-7.2645,19.2974
163,435,352.086,795.689,-5.3235,9.0354
245,435,715.576,748.794,0.7801,7.131
246,435,126.736,838.76,-8.7491,10.9652
251,435,730.55,742.692,1.0607,6.7669
253,435,523.721,714.878,-2.6473,3.7954
259,435,192.497,776.348,-8.579,7.2546
200,435,74.317,899.363,-8.6986,13.8108
272,435,1073.19,998.676,3.5592,17.8805
99,436,410.225,909.65,-3.7091,14.6534
12,436,174.048,775.589,-8.9651,7.1348
112,436,650.173,759.177,-0.3416,7.6075
155,436,584.097,749.467,-1.4607,6.7277
135,436,402.504,703.505,-5.2589,2.1399
7,436,340.848,793.688,-5.5412,8.88
167,436,615.064,980.301,-1.0782,17.1621
168,436,166.335,867.031,-7.6692,12.488
11,436,216.996,936.93,-6.1739,15.4621
185,436,960.183,946.301,2.7809,16.3826
205,436,1007.791,955.583,3.2131,16.6868
223,436,502.922,715.04,-3.0616,3.7104
171,436,40.131,1069.266,-7.2646,19.3004
163,436,352.051,795.692,-5.3241,9.0355
245,436,715.199,748.812,0.7738,7.1309
246,436,126.863,838.774,-8.7467,10.9663
251,436,730.047,743.115,1.0499,6.7942
253,436,522.368,714.873,-2.6742,3.7885
259,436,192.503,776.501,-8.5761,7.2655
200,436,74.262,899.268,-8.7008,13.8066
272,436,1072.319,999.334,3.5464,17.8967
99,437,411.487,909.503,-3.6927,14.6492
12,437,173.901,775.25,-8.9746,7.1098
112,437,650.336,759.373,-0.3394,7.6209
155,437,584.095,749.726,-1.4607,6.7459
135,437,402.292,703.579,-5.2627,2.1458
7,437,340.877,793.683,-5.5408,8.8797
167,437,615.482,978.352,-1.0726,17.106
168,437,166.274,866.883,-7.6721,12.4808
11,437,216.762,937.058,-6.1761,15.4665
185,437,959.844,946.164,2.7782,16.3783
205,437,1007.457,955.352,3.2112,16.6799
223,437,501.628,714.566,-3.0898,3.6632
171,437,40.266,1069.237,-7.2633,19.2997
163,437,352.052,795.702,-5.324,9.0361
245,437,714.574,749.125,0.7619,7.1498
246,437,126.923,838.865,-8.7441,10.9714
251,437,729.374,745.003,1.0281,6.9209
253,437,522.101,714.96,-2.6792,3.7948
259,437,192.55,776.719,-8.5713,7.2812
200,437,74.247,899.386,-8.6993,13.8117
272,437,1071.155,998.829,3.5389,17.8835
275,437,365.526,1919.534,-2.4075,28.3386
99,438,413.119,911.029,-3.6644,14.709
12,438,173.797,775.139,-8.9788,7.1014
112,438,650.36,759.636,-0.3396,7.6381
155,438,584.08,749.942,-1.4609,6.761
135,438,402.139,703.772,-5.2639,2.1636
7,438,340.889,793.656,-5.5408,8.8781
167,438,615.893,976.407,-1.0671,17.0498
168,438,166.268,868.107,-7.6564,12.5392
11,438,216.246,937.701,-6.1777,15.4892
185,438,959.065,945.929,2.7715,16.3707
205,438,1006.409,954.812,3.2042,16.6637
223,438,500.496,714.284,-3.1138,3.6332
171,438,40.812,1069.236,-7.257,19.2998
163,438,352.084,795.69,-5.3235,9.0355
245,438,714.218,749.234,0.7555,7.156
246,438,126.966,838.94,-8.7422,10.9755
251,438,728.677,746.118,1.0103,6.9943
253,438,522.071,715.099,-2.6793,3.8065
259,438,192.594,776.885,-8.5674,7.2932
200,438,74.182,899.395,-8.7002,13.812
272,438,1069.679,999.594,3.5197,17.9021
275,438,367.849,1919.472,-2.3966,28.3372
99,439,414.342,911.713,-3.6451,14.7362
12,439,173.727,775.193,-8.9792,7.1051
112,439,650.368,759.723,-0.3397,7.6439
155,439,584.078,750.11,-1.4609,6.7728
135,439,401.879,703.869,-5.2686,2.1715
7,439,340.827,793.645,-5.542,8.8772
167,439,616.36,974.61,-1.061,16.9975
168,439,166.348,868.293,-7.6528,12.5482
11,439,215.724,938.99,-6.1739,15.5351
185,439,957.692,945.917,2.7571,16.3694
205,439,1005.479,953.958,3.2006,16.6383
223,439,499.249,713.999,-3.1403,3.6024
171,439,40.793,1069.235,-7.2572,19.2998
163,439,352.089,795.636,-5.3239,9.0321
245,439,713.939,748.886,0.7526,7.1317
246,439,126.992,838.964,-8.7413,10.9769
251,439,728.104,746.432,0.9991,7.0136
253,439,521.611,715.064,-2.6885,3.8013
259,439,192.603,777.02,-8.5648,7.3028
200,439,74.222,899.406,-8.6994,13.8125
272,439,1068.476,999.707,3.5075,17.9044
275,439,368.434,1919.484,-2.3938,28.3369
99,440,415.57,911.912,-3.6278,14.7451
12,440,173.604,775.133,-8.9829,7.1003
112,440,650.344,759.79,-0.3402,7.6482
155,440,584.132,750.268,-1.4599,6.784
135,440,401.756,704.058,-5.2692,2.189
7,440,340.724,793.647,-5.5438,8.877
167,440,616.439,974.09,-1.0599,16.9823
168,440,166.43,868.445,-7.6495,12.5555
11,440,215.238,939.724,-6.1744,15.561
185,440,956.566,945.593,2.7473,16.3589
205,440,1004.428,953.157,3.1953,16.6144
223,440,497.904,713.714,-3.1688,3.5711
171,440,40.32,1069.208,-7.2629,19.299
163,440,352.083,795.598,-5.3244,9.0298
245,440,713.828,747.701,0.7566,7.0515
246,440,127.034,838.947,-8.7408,10.9761
251,440,727.849,746.214,0.9961,6.998
253,440,520.965,715.184,-2.7009,3.8085
259,440,192.591,776.982,-8.5657,7.3001
200,440,74.201,899.455,-8.6991,13.8146
272,440,1067.005,999.773,3.4931,17.9055
275,440,366.069,1919.474,-2.405,28.3381
99,441,416.849,910.397,-3.6167,14.6893
12,441,173.678,774.742,-8.9889,7.0722
112,441,650.326,759.94,-0.3409,7.6579
155,441,584.258,750.437,-1.4576,6.7963
135,441,401.566,704.285,-5.2708,2.2098
7,441,340.639,793.591,-5.5459,8.8733
167,441,616.078,972.845,-1.0634,16.9454
168,441,166.523,867.788,-7.6564,12.5245
11,441,214.782,940.963,-6.1701,15.6049
185,441,955.646,944.276,2.7459,16.3186
205,441,1003.838,952.236,3.1956,16.5873
223,441,496.632,713.628,-3.1949,3.5574
171,441,39.416,1069.198,-7.2735,19.2986
163,441,352.106,795.483,-5.325,9.0228
245,441,713.5,748.065,0.7494,7.075
246,441,127.069,838.902,-8.741,10.9737
251,441,727.825,746.181,0.9959,6.9957
253,441,520.0,714.888,-2.7212,3.7786
259,441,192.557,775.772,-8.5882,7.2136
200,441,74.337,899.427,-8.6973,13.8136
272,441,1066.112,999.31,3.4878,17.8935
275,441,366.124,1919.494,-2.4047,28.3381
99,442,418.107,908.524,-3.6073,14.6194
12,442,173.772,774.286,-8.9957,7.0395
112,442,650.307,759.992,-0.3413,7.6612
155,442,584.412,750.591,-1.4549,6.8076
135,442,401.52,704.66,-5.2676,2.2455
7,442,340.655,793.548,-5.546,8.8707
167,442,614.567,969.424,-1.079,16.8431
168,442,166.467,866.938,-7.6683,12.4838
11,442,214.218,942.148,-6.1678,15.6465
185,442,954.293,943.995,2.7334,16.3092
205,442,1002.867,950.917,3.1947,16.5481
223,442,495.637,713.44,-3.216,3.5361
171,442,39.424,1069.176,-7.2737,19.2981
163,442,352.15,795.475,-5.3243,9.0225
245,442,712.953,748.998,0.7358,7.136
246,442,127.035,838.922,-8.7412,10.9747
251,442,727.626,746.229,0.9924,6.9982
253,442,518.74,714.894,-2.7462,3.7731
259,442,192.664,776.183,-8.5786,7.2434
200,442,74.419,899.27,-8.6983,13.8069
272,442,1063.974,998.798,3.471,17.8797
275,442,366.067,1919.501,-2.405,28.3382
99,443,419.004,907.677,-3.5986,14.5881
12,443,173.785,774.226,-8.9966,7.0352
112,443,650.243,760.008,-0.3424,7.6621
155,443,584.5,750.717,-1.4533,6.8167
135,443,400.921,704.817,-5.279,2.2572
7,443,340.627,793.56,-5.5464,8.8714
167,443,613.813,967.079,-1.0865,16.7725
168,443,166.407,866.331,-7.6771,12.4546
11,443,214.051,944.631,-6.1492,15.7342
185,443,952.887,945.236,2.7107,16.3456
205,443,1002.341,950.394,3.1929,16.5324
223,443,494.497,713.55,-3.2385,3.5402
171,443,39.575,1069.178,-7.2719,19.2981
163,443,352.2,795.523,-5.323,9.0256
245,443,712.59,749.684,0.7264,7.1808
246,443,127.042,838.938,-8.7409,10.9756
251,443,727.441,746.231,0.9893,6.9978
253,443,517.53,714.042,-2.7735,3.694
259,443,192.745,776.385,-8.5734,7.2581
200,443,74.375,899.25,-8.6993,13.806
272,443,1062.466,997.61,3.4648,17.8492
275,443,364.218,1919.497,-2.4137,28.3391
99,444,420.015,904.49,-3.5978,14.4666
12,444,173.852,774.329,-8.9933,7.0429
