person_id,frame_number,pixel_x,pixel_y,world_x,world_y
314,656,181.916,782.792,-8.6737,7.672
135,656,385.87,804.775,-4.6649,9.6697
167,656,496.12,789.556,-2.8912,9.0605
163,656,351.715,798.002,-5.3091,9.1757
423,656,1051.509,980.104,3.4797,17.3904
386,656,543.586,721.29,-2.2405,4.4251
432,656,964.656,692.674,5.5036,3.9641
112,656,689.027,774.439,0.2423,8.6826
168,657,160.993,869.344,-7.7259,12.5888
11,657,272.419,1445.15,-3.5051,25.1032
185,657,827.377,856.683,1.7985,13.0842
205,657,853.399,858.705,2.1145,13.2052
171,657,77.039,1014.577,-7.3149,17.8652
245,657,665.669,785.068,-0.157,9.2482
251,657,742.205,779.865,1.0428,9.1469
272,657,924.164,896.567,2.7133,14.734
275,657,321.575,973.518,-4.5549,16.7764
286,657,631.969,785.482,-0.6872,9.1838
289,657,951.54,897.818,3.0168,14.8064
99,657,401.846,965.164,-3.5992,16.5698
335,657,582.484,728.457,-1.4958,5.166
365,657,24.815,1494.012,-5.097,25.6829
314,657,182.095,782.07,-8.6832,7.6224
135,657,386.473,805.532,-4.6491,9.7152
167,657,495.798,788.863,-2.899,9.0179
163,657,351.758,798.271,-5.3059,9.1922
423,657,1050.301,978.78,3.4771,17.3545
432,657,963.778,692.554,5.4911,3.9506
112,657,689.764,775.883,0.2487,8.7715
168,658,161.38,869.443,-7.7184,12.5942
11,658,273.109,1457.397,-3.4763,25.2236
185,658,826.939,855.652,1.7989,13.0406
205,658,852.906,857.988,2.1128,13.175
171,658,77.099,1013.877,-7.3208,17.8452
245,658,665.289,785.196,-0.1633,9.2547
251,658,742.748,779.888,1.0509,9.1496
272,658,923.659,896.511,2.7079,14.7314
275,658,320.924,973.861,-4.5612,16.7867
286,658,634.079,785.562,-0.6539,9.1941
289,658,950.879,898.131,3.007,14.8166
99,658,405.381,967.579,-3.5471,16.6481
335,658,583.084,728.658,-1.4846,5.1842
365,658,25.342,1490.736,-5.1045,25.6524
314,658,182.139,782.502,-8.6745,7.6526
135,658,386.841,805.802,-4.6409,9.7319
167,658,495.555,788.751,-2.9035,9.0105
163,658,351.72,798.186,-5.3074,9.1869
423,658,1049.053,978.013,3.4703,17.3333
112,658,690.104,776.565,0.2516,8.8132
386,658,546.754,721.305,-2.1794,4.4404
168,659,161.577,869.268,-7.7174,12.5862
11,659,273.866,1455.659,-3.4745,25.2063
185,659,826.944,855.064,1.8024,13.016
205,659,852.176,857.627,2.106,13.1591
171,659,76.976,1013.699,-7.324,17.84
245,659,664.633,785.238,-0.1736,9.2554
251,659,743.164,779.601,1.0587,9.1341
272,659,922.826,896.593,2.6977,14.7335
275,659,320.375,971.843,-4.5787,16.7232
286,659,635.533,785.798,-0.6313,9.2117
289,659,950.685,898.075,3.0052,14.8144
99,659,408.879,967.674,-3.5041,16.6535
335,659,583.488,728.444,-1.4772,5.1691
365,659,25.974,1486.107,-5.1159,25.6089
314,659,182.068,783.386,-8.6601,7.7136
135,659,387.057,806.08,-4.6353,9.7485
167,659,495.612,788.35,-2.9039,8.9864
163,659,351.69,798.035,-5.3093,9.1777
423,659,1048.357,975.825,3.4788,17.2742
112,659,690.395,777.355,0.2534,8.861
438,659,629.101,785.022,-0.7319,9.1493
386,659,548.637,721.565,-2.1426,4.4702
168,660,161.652,868.919,-7.7208,12.5698
11,660,273.799,1452.971,-3.4802,25.18
185,660,826.959,854.875,1.8037,13.0081
205,660,851.256,856.773,2.0998,13.1225
171,660,76.993,1013.137,-7.3292,17.8238
245,660,663.855,785.334,-0.186,9.259
251,660,743.761,779.0,1.071,9.1008
272,660,922.208,896.91,2.6885,14.744
275,660,319.925,970.192,-4.5931,16.6709
286,660,636.228,785.835,-0.6204,9.2157
289,660,949.491,897.721,2.9942,14.8008
99,660,411.899,967.948,-3.4663,16.6641
335,660,584.154,728.413,-1.4648,5.1695
365,660,26.745,1482.428,-5.1231,25.574
314,660,181.954,783.975,-8.6518,7.754
135,660,387.343,806.337,-4.6286,9.7641
167,660,495.246,788.493,-2.9095,8.994
163,660,351.552,797.876,-5.3131,9.1676
423,660,1047.882,975.431,3.4769,17.2633
112,660,690.142,777.287,0.2497,8.8563
438,660,628.201,784.179,-0.7451,9.0973
386,660,550.142,721.602,-2.1136,4.4799
168,661,161.728,868.693,-7.7225,12.5592
11,661,274.145,1448.796,-3.4859,25.1387
185,661,827.015,854.433,1.807,12.9896
205,661,851.034,856.224,2.1004,13.0995
171,661,76.948,1013.052,-7.3306,17.8213
245,661,663.535,785.258,-0.1908,9.2537
251,661,743.885,778.239,1.0769,9.0569
272,661,921.66,896.81,2.6829,14.7399
275,661,319.549,969.055,-4.6038,16.6347
286,661,635.853,786.133,-0.6268,9.2321
289,661,948.553,897.224,2.9872,14.7825
99,661,415.487,971.035,-3.4123,16.7624
335,661,584.882,728.261,-1.4514,5.1606
365,661,27.216,1478.92,-5.132,25.5406
314,661,181.999,783.487,-8.6596,7.7204
135,661,387.526,806.915,-4.6213,9.798
167,661,495.008,789.036,-2.9116,9.0262
163,661,351.484,798.148,-5.3118,9.184
423,661,1047.546,974.71,3.4786,17.2437
112,661,691.022,776.409,0.2666,8.8064
438,661,627.167,783.35,-0.7604,9.0455
386,661,551.492,721.69,-2.0876,4.493
168,662,161.815,868.633,-7.7218,12.5565
11,662,273.894,1447.795,-3.4896,25.1289
185,662,826.899,853.638,1.8101,12.9561
205,662,850.646,856.12,2.0962,13.0946
171,662,77.464,1013.254,-7.3221,17.8274
245,662,661.6,784.677,-0.2196,9.2149
251,662,744.011,777.926,1.0805,9.039
272,662,921.667,896.445,2.6854,14.727
275,662,318.691,967.744,-4.6216,16.5925
286,662,635.637,786.376,-0.6306,9.2457
289,662,948.126,897.001,2.9839,14.7742
99,662,418.887,973.269,-3.3639,16.8333
335,662,585.774,728.526,-1.4348,5.185
365,662,27.837,1475.637,-5.139,25.509
314,662,180.775,781.242,-8.7245,7.5601
135,662,388.101,807.381,-4.6082,9.8263
167,662,494.407,789.339,-2.9206,9.0428
163,662,351.455,798.134,-5.3125,9.183
423,662,1046.757,975.375,3.4662,17.2612
112,662,691.772,776.078,0.2796,8.7886
438,662,626.541,781.894,-0.7685,8.9574
386,662,552.014,721.755,-2.0775,4.5006
168,663,161.504,868.676,-7.7263,12.558
11,663,273.991,1454.067,-3.4767,25.1907
185,663,826.67,853.106,1.8103,12.9333
205,663,850.345,856.245,2.0916,13.0993
171,663,77.586,1013.135,-7.3217,17.824
245,663,660.244,784.274,-0.2398,9.1878
251,663,744.176,778.591,1.0795,9.0781
272,663,921.575,896.004,2.6874,14.7113
275,663,317.684,965.548,-4.6462,16.5216
286,663,635.724,786.428,-0.6294,9.2489
289,663,947.916,896.682,2.9839,14.7628
99,663,422.108,974.634,-3.3208,16.877
335,663,586.611,727.931,-1.4194,5.142
365,663,28.301,1470.565,-5.1535,25.4602
135,663,388.431,807.881,-4.5991,9.8558
167,663,493.812,789.35,-2.9305,9.0418
163,663,351.486,797.922,-5.3139,9.1702
423,663,1046.036,975.291,3.4597,17.2586
112,663,692.553,777.286,0.2875,8.8628
438,663,626.066,781.474,-0.7755,8.9311
386,663,552.586,721.492,-2.067,4.4816
168,664,161.303,868.683,-7.7295,12.558
11,664,274.777,1461.014,-3.4579,25.258
185,664,826.366,852.446,1.8103,12.905
205,664,850.081,855.735,2.0915,13.0778
171,664,77.624,1012.808,-7.3244,17.8146
245,664,658.848,783.778,-0.2604,9.1552
251,664,744.489,778.485,1.0848,9.0728
272,664,921.522,895.526,2.69,14.6943
275,664,316.774,963.548,-4.6687,16.4566
286,664,635.814,786.235,-0.6276,9.238
289,664,947.616,896.32,2.9831,14.7497
99,664,424.94,976.112,-3.2823,16.9237
335,664,587.169,727.83,-1.4091,5.1364
365,664,28.547,1465.407,-5.1699,25.4101
135,664,388.718,808.328,-4.5911,9.8823
167,664,493.381,788.57,-2.9405,8.9935
163,664,351.543,797.898,-5.3131,9.1689
423,664,1045.383,974.963,3.4556,17.2494
112,664,693.089,777.957,0.2934,8.9042
438,664,625.275,780.275,-0.7866,8.8571
386,664,553.029,721.552,-2.0584,4.4885
168,665,161.563,868.575,-7.7267,12.5533
11,665,275.273,1463.309,-3.4501,25.28
185,665,826.141,851.939,1.8104,12.8832
205,665,849.859,855.386,2.0909,13.063
171,665,77.873,1012.335,-7.3257,17.8011
245,665,656.766,783.413,-0.2923,9.1283
251,665,744.66,777.967,1.0902,9.0431
272,665,921.762,895.323,2.6942,14.6873
275,665,315.989,962.244,-4.6859,16.4138
286,665,636.208,785.483,-0.6202,9.1951
289,665,947.485,895.975,2.9841,14.7374
99,665,427.82,979.147,-3.2387,17.017
335,665,587.48,727.674,-1.4033,5.1255
365,665,28.918,1461.656,-5.1806,25.3733
135,665,388.923,809.322,-4.5806,9.9396
167,665,493.057,786.769,-2.9524,8.8833
163,665,351.561,797.589,-5.3155,9.1502
423,665,1044.506,973.869,3.4546,17.2193
112,665,693.744,778.44,0.3019,8.9345
438,665,625.034,779.972,-0.7901,8.8382
168,666,161.619,868.437,-7.7276,12.5468
11,666,275.827,1473.999,-3.4262,25.3818
185,666,826.029,851.831,1.8096,12.8785
205,666,849.572,855.195,2.0885,13.0546
171,666,77.844,1012.268,-7.3267,17.7991
245,666,655.288,783.282,-0.3152,9.1167
251,666,745.196,777.877,1.0989,9.0392
272,666,921.842,894.818,2.6985,14.6695
275,666,314.96,959.839,-4.7124,16.3347
286,666,636.715,785.008,-0.6114,9.1687
289,666,946.715,895.433,2.9792,14.7175
99,666,430.555,980.995,-3.2008,17.0739
335,666,588.172,727.424,-1.3906,5.1088
365,666,29.37,1456.651,-5.1953,25.3238
135,666,389.267,809.95,-4.5704,9.9762
167,666,492.284,786.147,-2.9677,8.8432
163,666,351.594,797.566,-5.3152,9.1489
423,666,1043.3,973.177,3.4476,17.1999
112,666,694.611,778.734,0.3143,8.9543
438,666,625.101,779.743,-0.7888,8.8246
168,667,161.838,868.774,-7.7196,12.5632
11,667,276.25,1489.536,-3.3948,25.5264
185,667,825.797,851.316,1.8096,12.8563
205,667,849.117,855.246,2.0824,13.0561
171,667,77.618,1012.009,-7.3321,17.7915
245,667,653.825,783.069,-0.3377,9.1003
251,667,745.28,777.092,1.1044,8.9936
272,667,922.079,893.262,2.7119,14.6142
275,667,313.781,957.937,-4.7383,16.2714
286,667,637.064,784.483,-0.605,9.1388
289,667,945.998,895.119,2.9733,14.7056
99,667,432.389,982.175,-3.1756,17.1101
335,667,588.636,727.467,-1.382,5.1141
365,667,29.609,1451.71,-5.2115,25.2746
135,667,390.11,809.976,-4.5561,9.9798
167,667,491.223,785.412,-2.9882,8.7951
163,667,351.398,797.374,-5.3203,9.1366
423,667,1042.399,972.388,3.4442,17.1779
112,667,695.287,778.987,0.3239,8.971
438,667,625.094,778.965,-0.7879,8.7777
386,667,555.345,721.758,-2.0136,4.5156
168,668,162.041,868.813,-7.7158,12.5654
11,668,276.508,1492.787,-3.3873,25.5561
185,668,825.485,850.629,1.8096,12.8266
205,668,848.624,855.086,2.0772,13.0487
171,668,77.427,1011.159,-7.3426,17.7668
245,668,652.437,783.595,-0.3608,9.1275
251,668,745.052,776.175,1.1058,8.9392
272,668,922.152,892.131,2.7205,14.5737
275,668,312.43,956.811,-4.762,16.2332
286,668,637.079,784.26,-0.6044,9.1258
289,668,945.476,894.75,2.97,14.692
99,668,434.059,983.023,-3.1535,17.1363
335,668,589.178,727.976,-1.3719,5.1561
365,668,30.079,1448.073,-5.2213,25.238
135,668,391.342,810.656,-4.5307,10.0215
167,668,490.21,784.797,-3.0077,8.7544
163,668,351.23,797.426,-5.3228,9.1394
423,668,1041.091,971.171,3.4398,17.144
112,668,695.729,778.951,0.3309,8.9701
438,668,624.958,777.995,-0.7888,8.7186
386,668,555.51,721.724,-2.0105,4.5136
168,669,162.505,868.648,-7.7104,12.5584
11,669,277.244,1500.499,-3.3686,25.6258
185,669,825.19,848.817,1.8165,12.7487
205,669,847.872,854.53,2.0712,13.0245
171,669,77.367,1010.398,-7.3507,17.7447
245,669,651.172,783.534,-0.3805,9.1206
251,669,745.524,775.732,1.1154,8.9144
272,669,921.694,890.543,2.7262,14.5161
275,669,311.418,956.088,-4.7792,16.2085
286,669,637.241,783.949,-0.6013,9.1079
289,669,944.291,892.242,2.9747,14.6016
99,669,436.134,984.844,-3.124,17.1912
335,669,589.816,727.959,-1.3601,5.1574
365,669,30.071,1445.276,-5.2316,25.2098
135,669,392.288,811.208,-4.5111,10.055
167,669,489.007,784.376,-3.0296,8.7251
163,669,351.117,797.252,-5.3264,9.1284
423,669,1040.237,970.121,3.4387,17.1148
112,669,696.199,779.132,0.3376,8.982
438,669,624.901,777.534,-0.7891,8.6905
386,669,556.689,721.048,-1.9891,4.4635
168,670,163.11,867.876,-7.7107,12.5227
11,670,280.405,1507.141,-3.3362,25.6839
185,670,825.028,848.543,1.816,12.7367
205,670,847.076,853.295,2.0689,12.9717
171,670,77.656,1009.418,-7.3565,17.7163
245,670,649.276,783.402,-0.4101,9.1078
251,670,747.687,775.951,1.1474,8.9332
272,670,921.552,890.535,2.7246,14.5156
275,670,310.646,955.162,-4.7945,16.1771
286,670,637.13,783.88,-0.603,9.1035
289,670,944.113,892.509,2.9707,14.6109
99,670,438.195,985.739,-3.0973,17.2187
335,670,590.527,728.117,-1.347,5.1726
365,670,30.761,1441.551,-5.2403,25.1717
135,670,392.652,812.365,-4.4971,10.1212
167,670,488.021,784.219,-3.0469,8.7126
163,670,351.261,796.971,-5.3264,9.1117
423,670,1038.73,969.234,3.43,17.0896
112,670,696.734,779.156,0.3458,8.9849
438,670,624.694,777.473,-0.7924,8.6862
386,670,557.485,720.827,-1.9742,4.4489
168,671,163.373,867.198,-7.7152,12.4908
11,671,283.051,1515.393,-3.3048,25.7557
185,671,824.786,849.492,1.8073,12.777
205,671,846.509,851.669,2.0719,12.9024
171,671,77.798,1009.209,-7.3567,17.7103
245,671,644.687,784.297,-0.4843,9.1481
251,671,749.042,776.504,1.1651,8.9692
272,671,920.776,890.619,2.7151,14.5178
275,671,309.863,954.019,-4.8113,16.1384
289,671,944.239,892.259,2.974,14.6021
99,671,439.918,987.475,-3.0724,17.2704
335,671,591.704,728.409,-1.3253,5.2003
365,671,31.089,1437.396,-5.2533,25.1291
135,671,392.93,813.522,-4.4846,10.1868
167,671,487.146,783.558,-3.0644,8.6692
163,671,351.445,796.679,-5.3258,9.0943
423,671,1037.573,969.088,3.4195,17.0849
112,671,697.064,778.809,0.3523,8.9653
438,671,624.58,777.244,-0.794,8.6719
386,671,557.589,720.74,-1.9723,4.4422
314,671,181.663,780.555,-8.7193,7.5149
168,672,163.306,866.496,-7.7254,12.457
11,672,284.885,1509.215,-3.3033,25.7003
185,672,824.629,848.49,1.8112,12.7338
205,672,845.969,850.514,2.0724,12.8528
171,672,77.643,1009.143,-7.3593,17.7083
251,672,749.726,777.27,1.1713,9.0158
272,672,920.078,889.909,2.7118,14.4914
275,672,308.864,953.172,-4.8292,16.1093
289,672,944.151,890.931,2.9827,14.5545
99,672,441.471,989.381,-3.0492,17.3266
335,672,592.939,728.786,-1.3025,5.2346
365,672,31.871,1433.528,-5.262,25.089
135,672,392.238,814.416,-4.49,10.235
167,672,486.723,783.515,-3.0717,8.6653
163,672,351.588,796.468,-5.3252,9.0818
423,672,1036.954,968.657,3.4164,17.0727
112,672,697.543,778.477,0.361,8.947
438,672,623.76,776.326,-0.8061,8.6136
386,672,557.445,720.472,-1.9755,4.4196
286,672,637.492,784.557,-0.5984,9.1443
168,673,163.605,867.547,-7.7069,12.5079
11,673,286.851,1511.784,-3.2861,25.7221
185,673,824.44,848.258,1.8101,12.7236
205,673,845.692,849.473,2.0754,12.8082
171,673,77.635,1008.732,-7.3634,17.6963
251,673,750.17,777.959,1.1743,9.0572
272,673,919.234,889.639,2.7039,14.4806
275,673,307.909,951.76,-4.8499,16.0611
289,673,943.839,890.897,2.9794,14.5529
99,673,443.072,990.384,-3.0279,17.3565
335,673,593.965,729.363,-1.2838,5.2834
365,673,31.88,1430.68,-5.2726,25.0594
135,673,391.28,815.415,-4.499,10.2883
167,673,486.229,783.276,-3.0811,8.649
163,673,351.396,795.862,-5.3341,9.0441
423,673,1036.669,968.143,3.4171,17.0583
112,673,698.087,778.612,0.369,8.9565
438,673,623.315,775.894,-0.8127,8.5859
245,673,642.111,785.602,-0.5273,9.2176
168,674,163.885,868.127,-7.6948,12.536
11,674,288.163,1520.113,-3.2637,25.7946
185,674,824.316,848.058,1.8097,12.7148
205,674,845.276,847.9,2.0801,12.7405
171,674,78.158,1007.626,-7.3674,17.6641
251,674,750.509,777.829,1.1802,9.0505
272,674,918.401,889.329,2.6964,14.4685
275,674,307.169,950.627,-4.8663,16.0223
289,674,942.502,890.982,2.9634,14.5545
99,674,444.585,990.423,-3.0103,17.3584
335,674,594.5,729.592,-1.274,5.3034
365,674,32.353,1426.694,-5.2842,25.0177
135,674,390.706,816.229,-4.5029,10.3321
167,674,485.544,782.776,-3.0947,8.616
163,674,351.27,795.581,-5.3389,9.0265
423,674,1036.064,968.04,3.4118,17.0551
112,674,698.744,778.769,0.3786,8.9675
438,674,623.022,775.74,-0.8173,8.5756
245,674,642.033,786.001,-0.5293,9.2407
168,675,164.255,868.517,-7.6838,12.5552
11,675,287.847,1532.544,-3.2455,25.9018
185,675,824.006,848.148,1.8052,12.7182
205,675,844.904,847.425,2.0784,12.7195
171,675,78.054,1005.742,-7.387,17.6087
251,675,750.728,778.545,1.1795,9.0927
272,675,917.626,889.268,2.6878,14.4654
275,675,306.323,948.926,-4.8875,15.9639
289,675,941.876,892.21,2.9472,14.5979
99,675,446.006,990.516,-2.9935,17.3619
335,675,594.804,729.656,-1.2684,5.3095
365,675,32.951,1423.514,-5.2918,24.984
135,675,390.292,816.799,-4.5059,10.3626
167,675,483.837,782.203,-3.1261,8.5753
163,675,351.163,795.374,-5.3426,9.0135
423,675,1035.198,967.673,3.4058,17.0445
112,675,699.232,778.562,0.387,8.9566
438,675,622.796,775.753,-0.821,8.5758
245,675,641.748,785.916,-0.5336,9.2349
168,676,165.168,868.436,-7.67,12.5529
11,676,286.954,1535.365,-3.2467,25.9262
185,676,823.51,847.43,1.803,12.6865
205,676,843.935,847.98,2.0624,12.7418
171,676,78.141,1004.024,-7.4027,17.5579
251,676,750.832,779.402,1.1764,9.1426
272,676,916.836,888.655,2.6828,14.4423
275,676,305.334,947.702,-4.9079,15.9214
289,676,940.958,891.523,2.9417,14.5723
99,676,447.204,993.18,-2.9729,17.439
335,676,595.058,729.511,-1.2637,5.2993
365,676,33.592,1419.174,-5.3036,24.9378
135,676,389.729,817.754,-4.5086,10.414
167,676,482.171,781.724,-3.1565,8.5405
163,676,351.123,795.463,-5.3425,9.0188
423,676,1034.581,967.438,3.4013,17.0377
112,676,699.833,778.175,0.3978,8.9353
438,676,622.542,775.866,-0.8252,8.582
245,676,641.345,785.683,-0.5395,9.2203
168,677,165.495,868.456,-7.6645,12.5545
11,677,286.732,1547.059,-3.2294,26.0245
185,677,823.085,846.842,1.801,12.6605
205,677,842.925,848.168,2.0483,12.7483
171,677,78.299,1003.169,-7.4091,17.5325
251,677,751.074,779.68,1.1785,9.1594
272,677,916.34,888.497,2.6781,14.436
275,677,304.48,946.071,-4.929,15.8648
289,677,940.263,891.157,2.9363,14.5584
99,677,448.411,994.609,-2.9554,17.4804
335,677,595.362,729.343,-1.2581,5.2876
365,677,34.142,1415.482,-5.3137,24.8982
135,677,389.29,818.241,-4.5125,10.4397
167,677,480.841,781.228,-3.1814,8.5056
163,677,351.139,795.41,-5.3427,9.0156
423,677,1033.941,966.365,3.4024,17.0076
112,677,700.525,778.787,0.4062,8.9733
438,677,622.203,775.734,-0.8306,8.5729
245,677,641.257,785.702,-0.5409,9.2212
168,678,164.884,868.617,-7.6723,12.561
11,678,285.405,1548.075,-3.2362,26.0336
185,678,822.77,846.247,1.8004,12.6343
205,678,841.98,847.995,2.0373,12.7394
171,678,78.431,1001.987,-7.419,17.4974
251,678,751.153,779.752,1.1794,9.1637
272,678,915.902,888.72,2.6715,14.4436
275,678,303.633,944.166,-4.9519,15.7984
289,678,939.374,890.985,2.9274,14.5513
99,678,449.197,996.315,-2.9422,17.5292
335,678,596.12,729.076,-1.2441,5.27
365,678,34.946,1411.652,-5.3225,24.8568
135,678,389.054,818.609,-4.5139,10.4593
167,678,479.519,781.056,-3.2048,8.4908
163,678,351.097,795.113,-5.3462,8.9972
423,678,1033.552,966.154,3.4,17.0015
112,678,701.192,779.119,0.4153,8.9947
438,678,621.882,775.764,-0.8358,8.5739
245,678,640.971,785.688,-0.5454,9.2196
168,679,164.502,868.686,-7.6776,12.5637
11,679,284.408,1557.347,-3.2279,26.1104
185,679,822.555,846.101,1.7985,12.6276
205,679,840.848,847.904,2.0234,12.7338
171,679,79.116,1000.517,-7.4247,17.4537
251,679,751.042,779.943,1.1766,9.1745
272,679,915.805,888.134,2.6744,14.4222
275,679,302.319,942.899,-4.9771,15.7534
289,679,938.77,891.094,2.9196,14.5545
99,679,450.163,997.609,-2.928,17.5663
335,679,596.895,729.069,-1.2299,5.2726
365,679,35.656,1407.69,-5.3326,24.8136
135,679,389.063,819.592,-4.5071,10.5131
167,679,478.02,781.296,-3.2295,8.5015
163,679,351.165,794.915,-5.3468,8.9852
423,679,1033.32,965.859,3.3997,16.9931
112,679,701.741,779.211,0.4235,9.0015
438,679,621.426,775.604,-0.8431,8.5627
245,679,640.231,785.152,-0.5561,9.1864
314,679,181.036,778.214,-8.7748,7.3475
168,680,163.92,868.663,-7.6873,12.5615
11,680,282.237,1566.823,-3.2267,26.1883
185,680,822.325,845.945,1.7964,12.6205
205,680,840.408,847.199,2.0221,12.7029
171,680,79.199,999.564,-7.4331,17.4251
251,680,751.039,780.129,1.1755,9.1852
272,680,915.24,887.802,2.67,14.4094
275,680,301.657,942.099,-4.9909,15.7249
289,680,938.069,890.935,2.9127,14.5481
99,680,451.141,993.75,-2.926,17.4574
335,680,597.527,729.048,-1.2182,5.2736
365,680,36.236,1404.065,-5.3424,24.7738
135,680,389.14,820.822,-4.4975,10.5802
167,680,476.965,781.399,-3.2471,8.5049
163,680,351.239,794.654,-5.3479,8.9693
423,680,1033.245,965.033,3.4048,16.9701
112,680,702.206,779.394,0.43,9.0136
438,680,620.815,775.332,-0.8527,8.5443
245,680,637.283,784.935,-0.6023,9.1659
314,680,181.469,778.461,-8.7616,7.3665
168,681,162.268,866.627,-7.7406,12.4614
11,681,279.266,1572.345,-3.2366,26.2339
185,681,821.91,845.759,1.7921,12.6118
205,681,840.153,846.601,2.0226,12.6768
171,681,78.772,998.908,-7.4451,17.4051
251,681,750.13,780.787,1.1582,9.2207
272,681,913.922,887.906,2.6539,14.4117
275,681,300.652,941.108,-5.0105,15.6894
289,681,937.074,890.519,2.9042,14.532
99,681,451.939,993.803,-2.9167,17.4593
335,681,598.411,728.42,-1.2018,5.2286
365,681,36.773,1399.871,-5.3549,24.7275
135,681,389.136,821.724,-4.4915,10.6291
167,681,476.544,781.391,-3.2544,8.5032
163,681,351.201,794.498,-5.35,8.9595
423,681,1032.853,962.948,3.4156,16.9115
112,681,702.607,779.187,0.437,9.0024
438,681,620.377,774.933,-0.8593,8.5185
314,681,181.709,778.574,-8.7547,7.3753
286,681,636.484,784.324,-0.6139,9.1279
168,682,161.594,865.483,-7.7666,12.4053
11,682,276.642,1571.0,-3.2549,26.2244
185,682,821.578,845.389,1.79,12.5952
205,682,839.851,846.194,2.0213,12.6588
171,682,78.457,998.619,-7.4521,17.3962
251,682,749.728,780.397,1.1542,9.1972
272,682,913.078,887.191,2.649,14.3847
275,682,299.696,940.19,-5.029,15.6564
289,682,936.192,889.638,2.9004,14.4993
99,682,453.006,993.91,-2.9041,17.4629
335,682,599.024,728.15,-1.1904,5.2102
365,682,37.09,1396.775,-5.3647,24.6931
135,682,389.717,822.277,-4.4784,10.6602
167,682,476.427,781.236,-3.2571,8.4931
163,682,351.237,794.342,-5.3508,8.95
423,682,1032.314,961.665,3.4193,16.8751
112,682,703.006,779.413,0.4423,9.0168
438,682,620.024,774.941,-0.8651,8.5179
314,682,181.888,778.798,-8.747,7.3918
286,682,636.088,784.345,-0.6202,9.1281
168,683,161.184,865.041,-7.7791,12.3832
11,683,275.384,1572.606,-3.2602,26.2379
185,683,821.233,844.757,1.7892,12.5671
205,683,839.315,845.543,2.0185,12.6298
171,683,78.834,998.513,-7.4482,17.3932
251,683,749.653,781.119,1.1492,9.2385
272,683,911.628,885.768,2.6417,14.3308
275,683,298.941,937.621,-5.0556,15.5652
289,683,935.149,889.552,2.889,14.495
99,683,454.276,996.974,-2.8823,17.5505
335,683,599.589,727.976,-1.1799,5.1989
365,683,37.259,1392.255,-5.3815,24.6427
135,683,390.113,822.629,-4.4696,10.6801
167,683,476.188,781.211,-3.2613,8.4908
163,683,351.279,794.139,-5.3519,8.9376
423,683,1031.75,961.261,3.4165,16.8634
112,683,703.258,779.552,0.4457,9.0257
438,683,619.821,774.992,-0.8685,8.5205
314,683,182.109,779.024,-8.7384,7.4086
286,683,635.745,784.312,-0.6256,9.1253
7,683,333.823,790.947,-5.6939,8.6878
168,684,162.101,866.284,-7.7478,12.4447
11,684,273.654,1594.493,-3.2369,26.41
185,684,820.905,845.054,1.7832,12.5796
205,684,838.922,845.654,2.0127,12.634
171,684,79.437,998.626,-7.4393,17.397
251,684,749.541,781.275,1.1466,9.2472
272,684,910.896,884.596,2.6412,14.2868
275,684,298.098,936.252,-5.0757,15.5158
289,684,934.926,888.988,2.8904,14.4744
99,684,455.89,998.416,-2.8605,17.5919
335,684,600.159,727.592,-1.1692,5.1715
365,684,38.022,1388.348,-5.3914,24.5984
135,684,390.586,823.285,-4.4576,10.7165
167,684,475.782,781.121,-3.2687,8.484
163,684,351.314,793.863,-5.3538,8.9206
423,684,1030.931,960.674,3.4124,16.8464
112,684,703.494,779.69,0.4488,9.0344
438,684,619.357,774.862,-0.8759,8.5112
314,684,182.35,779.462,-8.7256,7.4404
286,684,635.216,784.483,-0.6343,9.1339
7,684,333.919,790.829,-5.6934,8.6806
168,685,162.414,866.708,-7.7372,12.4656
11,685,272.575,1605.093,-3.2274,26.4913
185,685,820.61,844.536,1.7824,12.5565
205,685,838.389,844.932,2.0104,12.6019
171,685,78.959,998.622,-7.4455,17.3966
251,685,749.145,781.344,1.1402,9.2501
272,685,910.181,883.273,2.6419,14.237
275,685,297.04,933.85,-5.1056,15.429
289,685,933.936,886.793,2.8948,14.3936
99,685,457.333,998.963,-2.8427,17.6079
335,685,600.856,727.563,-1.1564,5.172
365,685,38.731,1385.148,-5.3989,24.5619
135,685,390.998,823.566,-4.449,10.7324
167,685,475.406,780.943,-3.2759,8.4717
163,685,351.475,793.7,-5.3524,8.911
423,685,1029.969,959.968,3.4077,16.8258
112,685,704.01,779.881,0.456,9.0469
438,685,618.589,774.649,-0.8882,8.4958
314,685,182.477,779.367,-8.7248,7.4341
286,685,634.905,784.513,-0.6392,9.1348
7,685,333.778,790.757,-5.6966,8.6757
168,686,162.564,866.806,-7.7335,12.4705
11,686,271.858,1607.442,-3.2282,26.5094
185,686,820.296,844.133,1.7807,12.5384
205,686,838.019,844.68,2.0072,12.5904
171,686,78.11,998.562,-7.4571,17.3943
251,686,749.149,781.52,1.1394,9.2602
272,686,909.235,882.686,2.6348,14.214
275,686,296.167,932.015,-5.1296,15.362
289,686,933.349,884.795,2.9025,14.3198
99,686,458.714,999.453,-2.8259,17.6223
335,686,601.741,727.302,-1.14,5.1554
365,686,39.325,1381.802,-5.4079,24.5235
135,686,391.428,824.104,-4.4385,10.7622
167,686,474.642,780.263,-3.2921,8.4265
